Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,사업장명,인허가일자,영업상태명,폐업일자,지번주소,도로명주소,좌표정보(X),좌표정보(Y),소재지면적,가격대,위도,경도,지하철역과거리,주변저가형카페수,주변중저가형카페수,주변고가형카페수,주변평균월세,주변유동인구수
339,343.0,343.0,343.0,이디야 마들역,2012-08-14,폐업,2023-07-19,서울특별시 노원구 상계동 651 11단지종합상가,"서울특별시 노원구 동일로 1541, 11단지종합상가 1층 107호 (상계동)",204962.052697783,462608.538123171,26.46,중저가,37.66585558750895,127.05413672741956,0.3200873115564488,2.0,0.0,0.0,26.266666666666666,449373.0
340,344.0,344.0,344.0,이디야은행사거리점,2007-10-05,폐업,2023-05-26,서울특별시 노원구 중계동 364-24 오성프라자102호,"서울특별시 노원구 중계로 201 (중계동,오성프라자102호)",206793.654960991,460899.837225908,30.55,중저가,37.65044904797757,127.0748803203108,1.134267367504521,4.0,0.0,3.0,36.16666666666666,1867546.0
341,345.0,345.0,345.0,이디야중계중앙점,2016-10-11,폐업,2023-12-14,서울특별시 노원구 중계동 423-40 104호,"서울특별시 노원구 덕릉로73길 18, 104호 (중계동, 태인빌딩)",206324.595951422,461091.913391026,60.0,중저가,37.65218292132242,127.06956676099834,0.7678328885621652,1.0,0.0,0.0,36.55555555555556,6645099.0
342,346.0,346.0,346.0,이디야(월계인덕점),20161221,영업/정상,,서울특별시 노원구 월계동 290-1번지 ID시티 ,"서울특별시 노원구 광운로22길 39 (월계동, ID시티)",205125.049319018,458608.517475485,49.5,중저가,37.62981549440356,127.05595642366406,1.2613606003929472,2.0,0.0,1.0,46.333333333333336,1603752.0
343,347.0,347.0,347.0,이디야,20040820,폐업,20191224,서울특별시 노원구 상계동 733번지 ,서울특별시 노원구 동일로217가길 17 (상계동),205171.819268997,461220.88706693,21.7,중저가,37.65335207290909,127.05650451217694,0.3791482452517885,3.0,1.0,6.0,26.266666666666666,18843360.0
344,348.0,348.0,348.0,이디야 월계초교점,20140529,폐업,20181129,서울특별시 노원구 월계동 845-5번지 ,"서울특별시 노원구 월계로45길 37, 1층 (월계동)",204376.414367095,458295.225158013,61.05,중저가,37.62699661272826,127.04747366125788,1.8816107198141163,2.0,1.0,0.0,26.266666666666666,951890.0
345,349.0,349.0,349.0,이디야 커피전문점,20141010,폐업,20220111,서울특별시 노원구 중계동 503-3 중계역B2층 714-2707호 ,"서울특별시 노원구 동일로 지하 1308-1 (중계동, 중계역B2층 714-2707호)",205683.323154641,460038.745978448,50.0,중저가,37.64269828605875,127.06229182327132,0.2812373856775531,1.0,0.0,0.0,42.04444444444444,192966.0
346,350.0,350.0,350.0,이디야커피(화랑대역사점),20141017,폐업,20191024,서울특별시 노원구 공릉동 285-2번지 ,"서울특별시 노원구 화랑로 지하 510 (공릉동, 지하1층)",207283.444093204,457509.134931641,35.0,중저가,37.61989588017978,127.08039695081357,0.352861435723194,0.0,1.0,0.0,51.66666666666666,6092773.0
347,351.0,351.0,351.0,이디야커피 상계백병원점,20150501,폐업,20210822,서울특별시 노원구 상계동 749-6 명석빌딩 201호,"서울특별시 노원구 동일로 1354, 2층 201호 (상계동, 명석빌딩)",205426.093098282,460800.073453941,121.36,중저가,37.64955919887973,127.05938287467724,0.4565989924810334,3.0,0.0,3.0,42.04444444444444,935850.0
348,352.0,352.0,352.0,이디야에스프레소,20081209,폐업,20161205,서울특별시 노원구 상계동 593-14번지 A동 103호,"서울특별시 노원구 상계로 69, A동 1층 103호 (상계동)",205461.088399616,461568.430565386,30.0,중저가,37.6564816973829,127.05978510047804,0.2334976925592803,4.0,1.0,5.0,42.04444444444444,18843360.0
349,353.0,353.0,353.0,이디야이마트은평점,20091120,영업/정상,,서울특별시 은평구 응암동 90-1번지 이마트8층 커피바코너 ,"서울특별시 은평구 은평로 111 (응암동,이마트8층 커피바코너)",192882.837727443,455340.54056388,31.81,중저가,37.60035754806895,126.91730250270884,0.3039079823579395,3.0,0.0,5.0,42.04444444444444,2487936.0
350,354.0,354.0,354.0,이디야  증산동점,20190311,영업/정상,,서울특별시 은평구 증산동 186-8 1층 일부호,"서울특별시 은평구 증산서길 78, 일부호 (증산동)",191673.91034147,453451.827098474,85.0,중저가,37.58333032718044,126.9036342059646,0.5072552490624175,0.0,0.0,0.0,51.66666666666666,73136.0
351,355.0,355.0,355.0,이디야 연신내통일로점,20140321,영업/정상,,서울특별시 은평구 불광동 484-78번지 1층 ,"서울특별시 은평구 통일로 876 (불광동, 1층)",192892.314435076,457653.474889533,76.6,중저가,37.62119671604864,126.91738715326731,0.3962883938377576,5.0,3.0,1.0,38.18888888888889,7807971.0
352,356.0,356.0,356.0,이디야 응암오거리점,20140410,영업/정상,,서울특별시 은평구 응암동 577-78번지 1층 ,"서울특별시 은평구 응암로 211 (응암동, 1층)",192611.015743156,454290.65548528,114.0,중저가,37.590896100387646,126.91423506541476,0.0886485218545464,2.0,1.0,1.0,42.04444444444444,2886930.0
353,357.0,357.0,357.0,이디야,20170705,폐업,20220825,서울특별시 은평구 구산동 200-1 1층,"서울특별시 은평구 서오릉로 195, 1층 (구산동)",192144.782048469,456791.43331642,75.0,중저가,37.61342376427643,126.90892904311666,0.702150817907906,0.0,0.0,1.0,38.18888888888889,189546.0
354,358.0,358.0,358.0,이디야 응암중앙점,20141010,영업/정상,,서울특별시 은평구 응암동 599-24번지 외 1필지 ,"서울특별시 은평구 응암로 183 (응암동, 외 1필지)",192568.183164958,454016.689865438,63.0,중저가,37.58842736636772,126.91375289233494,0.3065681367040717,3.0,1.0,0.0,41.93333333333334,952768.0
355,359.0,359.0,359.0,이디야 커피(독바위역점),20150205,폐업,20230130,서울특별시 은평구 불광동 13-22 1층,"서울특별시 은평구 불광로 128 (불광동, 1층)",194042.098056639,457314.080047051,50.22,중저가,37.61814708493984,126.9304137679976,0.2343730307016067,1.0,0.0,0.0,42.04444444444444,578810.0
356,360.0,360.0,360.0,이디야 백련산아이파크점,20180716,영업/정상,,서울특별시 은평구 응암동 427-38번지 1층 ,"서울특별시 은평구 응암로 264, 1층 (응암동)",192766.423638487,454777.82536746,94.22,중저가,37.59528666549203,126.91598983312004,0.3614756617541257,2.0,0.0,0.0,42.04444444444444,2672493.0
357,361.0,361.0,361.0,이디야 불광중앙점,20180525,영업/정상,,서울특별시 은평구 불광동 276-32번지 1층 제가호,"서울특별시 은평구 불광로 59, 1층 제가호 (불광동)",193901.054217708,456670.845810295,83.6,중저가,37.61235073660313,126.92882162002992,0.242659491642998,1.0,0.0,2.0,42.04444444444444,2748708.0
358,362.0,362.0,362.0,이디야,20131101,영업/정상,,서울특별시 은평구 수색동 102-20번지 104호 ,"서울특별시 은평구 수색로 250 (수색동, 104호)",190774.119177382,453295.781525013,89.39,중저가,37.58191574380031,126.89344924804864,0.9137673874713969,0.0,0.0,0.0,42.04444444444444,102400.0
359,363.0,363.0,363.0,이디야 커피(연신내 중앙점),2013-11-29,폐업,2023-07-19,서울특별시 은평구 대조동 186-39 1층,"서울특별시 은평구 통일로 825 (대조동, 1층)",193105.199725994,457192.152290266,56.1,중저가,37.61704192917349,126.91980293368556,0.2589737248842073,1.0,0.0,5.0,42.04444444444444,7807971.0
360,364.0,364.0,364.0,이디야 에스프레소,2013-02-25,폐업,2023-10-19,서울특별시 은평구 대조동 14-20 1층 32호,"서울특별시 은평구 불광로 28, 1층 32호 (대조동)",193671.151835754,456443.282712175,42.15,중저가,37.61029886765656,126.92621976757452,0.324870812302751,3.0,1.0,3.0,42.04444444444444,2748708.0
361,365.0,365.0,365.0,이디야 커피,20130628,영업/정상,,서울특별시 은평구 대조동 224-23번지 1층 ,"서울특별시 은평구 연서로 148 (대조동, 1층)",192657.985253859,456631.661380687,81.96,중저가,37.611988525150245,126.91474320475542,0.1715492552102848,3.0,0.0,4.0,42.04444444444444,189546.0
362,366.0,366.0,366.0,이디야 구파발역점,20130822,영업/정상,,"서울특별시 은평구 진관동 72번지 드림스퀘어 1층 115호,116호 ","서울특별시 은평구 진관2로 29-21, 드림스퀘어 1층 115호,116호 (진관동)",192812.253774617,459266.981388393,92.07,중저가,37.63573342767348,126.91646428992036,0.2753196405047241,2.0,0.0,0.0,38.18888888888889,1246937.0
363,367.0,367.0,367.0,이디야,20121203,영업/정상,,서울특별시 은평구 녹번동 131-158번지 1층 ,"서울특별시 은평구 진흥로 156 (녹번동, 1층)",193482.909063502,456271.248152724,38.82,중저가,37.60874754145109,126.92408936341174,0.3777455950296173,2.0,1.0,0.0,42.04444444444444,2748708.0
364,368.0,368.0,368.0,이디야 갈현점,20170915,영업/정상,,"서울특별시 은평구 갈현동 432-1번지 101호,102호 ","서울특별시 은평구 갈현로 268 (갈현동, 101호,102호)",192575.753227964,457598.396211464,81.27,중저가,37.62069794557591,126.9138019681802,0.4672130858500109,3.0,1.0,1.0,42.04444444444444,3813780.0
365,369.0,369.0,369.0,이디야(응암역점),20200224,영업/정상,,서울특별시 은평구 역촌동 85-12번지 센타폴리스 1층동 106호,"서울특별시 은평구 연서로 9, 1층 106호 (역촌동, 센타폴리스)",192471.660518408,455317.295369423,77.08,중저가,37.60014481290976,126.91264656078474,0.2748541840922563,4.0,0.0,1.0,42.04444444444444,6812516.0
366,370.0,370.0,370.0,이디야(중앙점),2020-08-10,폐업,2024-06-11,서울특별시 은평구 녹번동 35-21 녹번동메카오피스텔 제비 304호,"서울특별시 은평구 통일로 635, 제비층 304호 (녹번동, 녹번동메카오피스텔)",194152.62309059,455682.161354414,73.0,중저가,37.6034445231631,126.93167883636208,0.4457937827926719,2.0,0.0,1.0,42.04444444444444,2256588.0
367,371.0,371.0,371.0,이디야 새절역점,2021-12-10,영업/정상,,서울특별시 은평구 신사동 35-21,"서울특별시 은평구 가좌로 272, 1층 (신사동)",192306.090054799,454539.942498472,55.0,중저가,37.59313961641847,126.910779875309,0.3117965160541696,1.0,0.0,1.0,38.18888888888889,613887.0
368,372.0,372.0,372.0,이디야 연신내역점,20200917,영업/정상,,서울특별시 은평구 갈현동 398-6 ,"서울특별시 은평구 통일로 855-9, 1층 (갈현동)",192859.357586305,457401.253093059,150.0,중저가,37.61892399213208,126.917016328738,0.3633816225207368,3.0,3.0,6.0,45.63333333333334,7807971.0
369,373.0,373.0,373.0,이디야 연신내역점,20120228,폐업,20200923,서울특별시 은평구 갈현동 396-11 2층 ,"서울특별시 은평구 통일로 855-4, 2층 (갈현동)",192900.782483613,457444.185417139,198.11,중저가,37.6193111271393,126.91748512179824,0.3221627449287601,3.0,3.0,6.0,51.66666666666666,7807971.0
370,374.0,374.0,374.0,이디야(연신내점),20100816,폐업,20160906,서울특별시 은평구 갈현동 454-5번지 1층 ,"서울특별시 은평구 연서로29길 11, 1층 (갈현동)",192762.8128384,457402.234755153,36.02,중저가,37.61893207537232,126.91592277150023,0.4595217108195744,4.0,4.0,6.0,51.66666666666666,3813780.0
371,376.0,376.0,376.0,이디야 홍은사거리점,20190122,영업/정상,,서울특별시 서대문구 홍은동 464 북한산더샵,"서울특별시 서대문구 통일로 510, 상가동 1층 110,111호 (홍은동, 북한산더샵)",194748.223077514,454560.084990316,174.12,중저가,37.59333843783514,126.9384318552741,0.8734962394440646,1.0,0.0,0.0,45.63333333333334,1509526.0
372,377.0,377.0,377.0,이디야 홍제점,2012-03-09,폐업,2023-09-01,서울특별시 서대문구 홍제동 169-10,"서울특별시 서대문구 통일로 431, 1층 (홍제동)",195100.775388874,453908.668090057,66.11,중저가,37.58747124142116,126.94242820867736,0.2562286529648655,2.0,0.0,2.0,51.66666666666666,5074995.0
374,379.0,379.0,379.0,이디야(북가좌동점),20150722,영업/정상,,"서울특별시 서대문구 북가좌동 329-35번지 103,104호 ","서울특별시 서대문구 증가로 257 (북가좌동, 103,104호)",192116.343703781,453464.84563826,56.2,중저가,37.583451546698,126.90864305112278,0.0682982435888607,1.0,0.0,2.0,63.5,4145258.0
375,380.0,380.0,380.0,이디야커피 무악재역점,2015-07-10,폐업,2024-07-01,서울특별시 서대문구 홍제동 90-47,"서울특별시 서대문구 통일로 369, 지상1~2층 (홍제동)",195487.053824097,453420.848391128,86.0,중저가,37.5830780589846,126.9468047327897,0.33939494624294,1.0,0.0,1.0,63.5,298106.0
376,381.0,381.0,381.0,아라마크(주) 연세의료원 종합관 이디야커피,2013-01-23,영업/정상,,서울특별시 서대문구 신촌동 134 신촌세브란스병원,"서울특별시 서대문구 연세로 50-1, 신촌세브란스병원 지하1층 (신촌동)",194584.959249312,451381.585492051,166.14,중저가,37.56469964305744,126.9366069810422,0.9809182078217238,2.0,2.0,3.0,51.66666666666666,394961.0
377,382.0,382.0,382.0,이디야동교동점,2013-12-02,폐업,2023-08-07,서울특별시 서대문구 창천동 510-6,서울특별시 서대문구 신촌로 5 (창천동),193547.297910388,450712.127464174,85.0,중저가,37.55866114949465,126.9248680181088,0.2661684685801671,1.0,1.0,5.0,51.66666666666666,3833896.0
378,383.0,383.0,383.0,이디야 가재울점,2012-10-09,폐업,2024-05-08,서울특별시 서대문구 북가좌동 478 디엠씨래미안이편한세상 2단지 1동,"서울특별시 서대문구 수색로 100, 201동 1층 (북가좌동, 디엠씨래미안이편한세상 2단지)",192139.514479125,452473.848199077,58.86,중저가,37.57452300329403,126.90891609110444,0.6790267121145207,0.0,0.0,0.0,51.66666666666666,3350285.0
379,384.0,384.0,384.0,이디야 서대문점,20060704,영업/정상,,서울특별시 서대문구 냉천동 248번지 (지상1층) ,"서울특별시 서대문구 통일로 141 (냉천동,(지상1층))",196858.177923916,451628.253306163,19.8,중저가,37.56693280368268,126.9623356453965,0.4099886022455866,3.0,1.0,3.0,38.18888888888889,502720.0
380,385.0,385.0,385.0,이디야서대문점 2호,20090219,영업/정상,,서울특별시 서대문구 냉천동 248 (지상2층) ,"서울특별시 서대문구 통일로 141 (냉천동,(지상2층))",196858.177923916,451628.253306163,93.19,중저가,37.56693280368268,126.9623356453965,0.4099886022455866,3.0,1.0,3.0,45.63333333333334,502720.0
381,386.0,386.0,386.0,서아이디야,20171109,영업/정상,,서울특별시 서대문구 남가좌동 324-30번지 1층 일부(30) ~ 2층 전체(104.8) ,"서울특별시 서대문구 거북골로 35, 1~2층 (남가좌동)",193210.518646643,453008.446840496,134.8,중저가,37.5793482529688,126.92103498681796,1.1332362808769574,2.0,0.0,3.0,51.66666666666666,6789722.0
382,387.0,387.0,387.0,이디야,2011-07-27,폐업,2023-11-29,서울특별시 서대문구 연희동 134-20,서울특별시 서대문구 연희로 117 (연희동),193908.881732216,451782.315521616,29.7,중저가,37.56830590428369,126.92895134375529,1.3973877941625237,2.0,0.0,3.0,63.5,2465672.0
384,389.0,389.0,389.0,이디야커피 홍은중앙길점,20140807,폐업,20210827,서울특별시 서대문구 홍은동 9-336 1층 ,"서울특별시 서대문구 홍은중앙로9길 2, 1층 (홍은동)",195361.607735602,455246.102082101,165.00,중저가,37.5995226764615,126.94537278866343,0.8645074773608276,0.0,0.0,0.0,60.1,3355403.0
385,390.0,390.0,390.0,이디야,19990629,폐업,20210521,서울특별시 서대문구 대현동 40-7 ,서울특별시 서대문구 신촌로 177 (대현동),195124.438236336,450532.009946368,45.26,중저가,37.55704811083914,126.94271886758992,0.2551056493838453,5.0,1.0,7.0,56.72222222222222,4369452.0
386,391.0,391.0,391.0,이디야커피 가좌역점,20171013,폐업,20211124,서울특별시 서대문구 남가좌동 293-85 지상2층 ,"서울특별시 서대문구 수색로 32, 지상2층 (남가좌동)",192430.747828561,451913.110479249,237.90,중저가,37.56947329052806,126.91221872325512,0.9710760671864116,3.0,0.0,2.0,60.1,3350285.0
387,392.0,392.0,392.0,이디야 의주로점,20071109,폐업,20150930,서울특별시 서대문구 미근동 215번지 서소문아파트 점포 A-1 ,"서울특별시 서대문구 충정로6길 59 (미근동,서소문아파트 점포 A-1)",197144.015440398,451197.975972853,16.58,중저가,37.5630570041183,126.96557274707304,0.320891246238441,0.0,0.0,5.0,41.93333333333334,1170946.0
388,393.0,393.0,393.0,이디야,20141216,폐업,20191227,서울특별시 마포구 창전동 5-92번지 창무예술원 1층 ,"서울특별시 마포구 와우산로 148, 1층 (창전동)",193716.268830546,450209.141627082,106.90,중저가,37.554130479744,126.92678473434457,0.3595109851174919,1.0,0.0,0.0,56.72222222222222,2464559.0
390,395.0,395.0,395.0,이디야커피전문점,20100504,폐업,20131015,서울특별시 마포구 노고산동 49-31번지 ,"서울특별시 마포구 신촌로 66, 2층 (노고산동, 농협하나로클럽)",194020.023177469,450426.583343697,16.50,중저가,37.556091648515576,126.93022054249232,0.560029385495571,0.0,2.0,9.0,41.93333333333334,6234777.0
391,396.0,396.0,396.0,이디야마포Kcc점,20110415,폐업,20180626,서울특별시 마포구 신공덕동 171번지 케이시시웰츠타워 110호,"서울특별시 마포구 백범로 202, 110호 (신공덕동,케이시시웰츠타워)",195729.493881417,448955.17308073,32.68,중저가,37.54284400050464,126.94957588394288,0.2317621424219032,2.0,0.0,3.0,60.1,500906.0
392,397.0,397.0,397.0,이디야망원중앙점,20150305,영업/정상,,서울특별시 마포구 망원동 477-3번지 1층 ,"서울특별시 마포구 월드컵로 147, 1층 (망원동)",191575.269184357,450948.23362786,83.58,중저가,37.56077238690128,126.90254642643802,0.4261395083522328,1.0,0.0,1.0,60.1,4361936.0
393,398.0,398.0,398.0,이디야,2012-11-02,폐업,2024-04-17,서울특별시 마포구 서교동 369-44,"서울특별시 마포구 홍익로3길 36, 102호 (서교동, 1층일부)",192993.204599803,450066.061220308,39.50,중저가,37.5528360779136,126.91860317036704,0.3836707195446858,4.0,1.0,13.0,60.1,366250.0
394,399.0,399.0,399.0,이디야커피 대흥역점,2017-09-13,폐업,2023-08-11,"서울특별시 마포구 대흥동 263-1 1,2층","서울특별시 마포구 백범로 100, 1,2층 (대흥동)",194836.504277697,449466.445375841,90.58,중저가,37.54744589023054,126.93946776961928,0.2585570916993507,1.0,0.0,2.0,60.1,4748363.0
395,400.0,400.0,400.0,이디야커피(마포구청점),20130607,영업/정상,,서울특별시 마포구 성산동 591-4번지 ,"서울특별시 마포구 월드컵로 196 (성산동, 대명비첸시티 104호)",191337.868996616,451395.153092798,81.79,중저가,37.56479685947836,126.899854207852,0.2864655877828244,2.0,0.0,2.0,56.72222222222222,38069.0
396,401.0,401.0,401.0,이디야커피(애오개역점),20140801,영업/정상,,서울특별시 마포구 아현동 733 효성인텔리안 104호,"서울특별시 마포구 마포대로 208, 104호 (아현동, 효성안텔리안)",196116.359505276,450027.068949628,41.66,중저가,37.55250342447883,126.9539476341967,0.2906548025045316,1.0,0.0,1.0,41.93333333333334,446712.0
397,402.0,402.0,402.0,이디야,2007-04-10,영업/정상,,서울특별시 마포구 도화동 250-1 1층,"서울특별시 마포구 도화길 10 (도화동,1층)",195277.544591485,448616.306480029,20.00,중저가,37.539788604705066,126.94446413561543,0.4904594350142013,1.0,2.0,7.0,41.93333333333334,3445051.0
398,403.0,403.0,403.0,이디야마포데시앙점,2007-05-15,폐업,2024-01-22,서울특별시 마포구 도화동 560 마포태영데시앙 1층 104호,"서울특별시 마포구 독막로 320 (도화동,마포태영데시앙 1층 104호)",195322.033365468,448969.110547126,42.90,중저가,37.54296757088209,126.94496524236293,0.5718881445944028,1.0,1.0,5.0,41.93333333333334,500906.0
399,404.0,404.0,404.0,이디야공덕점,2002-01-14,폐업,2024-07-09,서울특별시 마포구 공덕동 249-24,"서울특별시 마포구 마포대로8길 15, 1,2층 (공덕동)",195873.178423723,449351.242491119,59.20,중저가,37.54641321665126,126.9511994620218,0.2142970752352709,2.0,0.0,2.0,56.72222222222222,323977.0
400,405.0,405.0,405.0,이디야,20100430,영업/정상,,서울특별시 마포구 노고산동 57-38번지 1층 ,"서울특별시 마포구 서강로 135 (노고산동,1층)",194224.210759149,450250.907145243,67.33,중저가,37.554510140313376,126.9325327992251,0.6862702524003625,1.0,2.0,9.0,56.72222222222222,3349230.0
401,406.0,406.0,406.0,이디야커피,20120713,영업/정상,,서울특별시 마포구 상암동 1522번지 ,"서울특별시 마포구 성암로13길 58 (상암동, 1층)",190895.87371691,452605.584034482,63.89,중저가,37.57569838708503,126.89483629102511,0.6736251835296875,1.0,0.0,2.0,51.66666666666666,2150177.0
402,407.0,407.0,407.0,이디야커피전문점,20071214,영업/정상,,서울특별시 마포구 상암동 1605번지 누리꿈스퀘어 1층 110호 ,서울특별시 마포구 월드컵북로 396 (상암동),190250.875091908,453017.867202928,31.20,중저가,37.57940635199096,126.88752920318603,1.3070032993110974,3.0,0.0,9.0,56.72222222222222,5098336.0
403,408.0,408.0,408.0,이디야커피합정LIG점,20120810,영업/정상,,서울특별시 마포구 합정동 392-3번지 ,"서울특별시 마포구 양화로1길 21 (합정동, B동 1층 일부)",192007.9239073,449700.540369583,38.00,중저가,37.54953468965443,126.90745692259932,0.5978237199576252,0.0,0.0,4.0,60.1,19351605.0
404,409.0,409.0,409.0,이디야광흥창역,2012-09-26,폐업,2024-06-12,서울특별시 마포구 창전동 442,"서울특별시 마포구 창전로 45 (창전동, 한화오벨리스크 102동 104호)",193905.437192262,449372.496499689,49.96,중저가,37.54659367115415,126.9289325783298,0.3254862983173164,3.0,0.0,0.0,51.66666666666666,1225266.0
405,410.0,410.0,410.0,이디야커피서강대점,2009-08-14,폐업,2023-04-24,서울특별시 마포구 신수동 81-77,"서울특별시 마포구 백범로 34, 1층 (신수동)",194391.608674023,449939.26799234,42.20,중저가,37.55170334788504,126.93442966562196,0.502349847192493,1.0,0.0,4.0,34.88888888888889,7749965.0
406,411.0,411.0,411.0,이디야(홍대청기와점),2010-05-24,영업/정상,,서울특별시 마포구 서교동 351-5 1층,"서울특별시 마포구 월드컵북로 7 (서교동,1층)",192920.752235822,450374.513954955,60.00,중저가,37.5556146461624,126.91778023675282,0.5446717775098698,2.0,0.0,8.0,34.88888888888889,366250.0
407,412.0,412.0,412.0,이디야 홍대점,20100831,폐업,20220905,서울특별시 마포구 서교동 486 서교푸르지오 상가 지하138호,"서울특별시 마포구 홍익로 10 (서교동,서교푸르지오 상가 지하138호)",193187.802952358,450172.178899424,26.00,중저가,37.553793659199634,126.92080441421946,0.3967667923197833,3.0,1.0,12.0,28.6,366250.0
408,413.0,413.0,413.0,이디야 마포오벨리스크점,20041129,영업/정상,,서울특별시 마포구 도화동 555번지 한화오벨리스크1층103호 ,"서울특별시 마포구 마포대로 33 (도화동,한화오벨리스크1층103호)",195111.088138936,448644.311298762,35.86,중저가,37.540040047108015,126.94258051346424,0.6573050213619601,1.0,1.0,5.0,28.6,1738870.0
409,414.0,414.0,414.0,이디야(성산점),20170725,영업/정상,,서울특별시 마포구 성산동 56-1번지 ,"서울특별시 마포구 월드컵북로 137 (성산동, CS타워 1층일부)",192108.605311771,451398.784543169,62.70,중저가,37.56483655410671,126.90857785726922,0.4842945600319082,0.0,0.0,0.0,34.88888888888889,3515287.0
410,415.0,415.0,415.0,이디야(오목교역점),2011-09-30,폐업,2023-09-26,서울특별시 양천구 목동 404-156 대경프라자 1층 106호,"서울특별시 양천구 신목로 102 (목동,대경프라자 1층 106호)",188954.524397407,446824.338404844,37.44,중저가,37.52358863791501,126.8729471528578,0.1531712218187476,3.0,1.0,5.0,28.6,7750066.0
411,416.0,416.0,416.0,이디야커피목4동점,20161117,영업/정상,,서울특별시 양천구 목동 718-11 지상1층 ,"서울특별시 양천구 목동중앙본로7길 46, 지상1층 (목동)",188099.042234543,448591.302073883,134.02,중저가,37.53949813399022,126.8632408256252,1.498877472262791,2.0,0.0,0.0,34.88888888888889,9555594.0
412,417.0,417.0,417.0,이디야(신정네거리역점),20110825,영업/정상,,서울특별시 양천구 신정동 972-4번지 1층 ,"서울특별시 양천구 중앙로 282 (신정동, 1층)",186904.1507792,446604.608490055,75.90,중저가,37.521581930906486,126.84975645071512,0.4974517628852593,2.0,0.0,2.0,34.88888888888889,3666464.0
413,418.0,418.0,418.0,이디야커피신정역점,20150526,폐업,20220919,서울특별시 양천구 신정동 922-17,"서울특별시 양천구 오목로 155, 1층 (신정동)",187082.051039049,446981.829794841,83.70,중저가,37.52498318459137,126.85176221257498,0.3896813392978846,1.0,1.0,1.0,34.88888888888889,4809971.0
414,419.0,419.0,419.0,이디야커피양천구청점,2012-10-26,영업/정상,,서울특별시 양천구 신정동 323-16 대영프라자,"서울특별시 양천구 목동동로 63, 대영프라자 1층 103~104호 (신정동)",187758.0753401,445907.064446739,54.00,중저가,37.51530888608179,126.859427797585,0.6118456556127785,1.0,0.0,1.0,34.88888888888889,1113508.0
415,420.0,420.0,420.0,이디야커피,20140304,폐업,20230113,서울특별시 양천구 신월동 575-2 1층,"서울특별시 양천구 신월로 172, 1층 (신월동)",186022.845067592,446241.819507065,60.00,중저가,37.51830024471472,126.83979397448944,1.220205121564404,1.0,0.0,1.0,34.88888888888889,5669333.0
416,421.0,421.0,421.0,이디야목동역점,2011-04-12,폐업,2024-04-15,서울특별시 양천구 신정동 902-12 1층,"서울특별시 양천구 오목로 229 (신정동, 1층)",187810.102163123,447103.079668939,33.00,중저가,37.52608559031514,126.85999634622333,0.3579520596494941,1.0,2.0,1.0,28.6,1629059.0
417,422.0,422.0,422.0,이디야목동파라곤점,20060307,영업/정상,,서울특별시 양천구 목동 917번지 목동파라곤제지1층제상가134호(지하) ,"서울특별시 양천구 목동서로 155 (목동,목동파라곤제지1층제상가134호(지하))",188895.844080632,447480.979609884,53.88,중저가,37.52950421740183,126.87227335987752,0.55803563557968,3.0,2.0,8.0,34.88888888888889,1346103.0
418,423.0,423.0,423.0,이디야목3동점,20120906,영업/정상,,서울특별시 양천구 목동 956번지 롯데캐슬위너아파트 지상1층 상가동 지125호,"서울특별시 양천구 목동중앙북로 38, 상가동 지상1층 지125호 (목동, 롯데캐슬위너아파트)",188198.09157556,449411.580893629,59.25,중저가,37.546890040359166,126.86434829542188,2.1696566248172853,1.0,0.0,1.0,47.12222222222224,1429210.0
419,424.0,424.0,424.0,이디야오목교대학학원점,20120910,영업/정상,,서울특별시 양천구 목동 406-35,"서울특별시 양천구 오목로 319, 지하1,지상1층 (목동)",188710.589967913,446990.286759651,174.43,중저가,37.52508085204819,126.87018510559984,0.3402385601967852,1.0,1.0,9.0,47.12222222222224,7750066.0
420,425.0,425.0,425.0,이디야신정교점,2011-11-10,폐업,2024-03-04,서울특별시 양천구 신정동 128-105 대보빌딩 101호,"서울특별시 양천구 신목로 36 (신정동, 대보빌딩 101호)",188775.802463919,446300.797031525,58.50,중저가,37.51886939706757,126.87093341719137,0.7005836870696004,1.0,0.0,1.0,28.6,3417350.0
421,426.0,426.0,426.0,이디야커피목동등촌로점,20160304,폐업,20221118,서울특별시 양천구 목동 655-1,"서울특별시 양천구 등촌로 180, 1층 (목동)",187795.606359804,449279.057082134,73.83,중저가,37.54569074871871,126.85979602048285,1.746931121008382,2.0,0.0,2.0,34.88888888888889,2923919.0
422,427.0,427.0,427.0,이디야에스프레소,20080819,영업/정상,,서울특별시 양천구 목동 907-17번지 광장상가 1층 104호(목동동로 349) ,"서울특별시 양천구 목동동로 379 (목동,광장상가 1층 104호(목동동로 349))",189214.609593464,448157.690643506,36.29,중저가,37.53560513030677,126.87586965637315,1.226028148472318,3.0,0.0,3.0,28.6,222600.0
423,428.0,428.0,428.0,이디야 목동센트럴아이파크위브점,20220127,영업/정상,,서울특별시 양천구 신월동 559-2 ,"서울특별시 양천구 남부순환로 603, 1층 (신월동)",185844.235783864,445899.245694786,181.10,중저가,37.5152109460893,126.83778024458852,1.4401984956598903,1.0,0.0,0.0,28.6,358754.0
