Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,사업장명,인허가일자,영업상태명,폐업일자,지번주소,도로명주소,좌표정보(X),좌표정보(Y),소재지면적,가격대,위도,경도,지하철역과거리,주변저가형카페수,주변중저가형카페수,주변고가형카페수,주변평균월세,주변유동인구수
580,588.0,588.0,588.0,이디야커피 봉천역점,2012-12-10,영업/정상,,서울특별시 관악구 봉천동 931-4,"서울특별시 관악구 남부순환로 1725, 1층 (봉천동)",194791.002472947,442278.008182226,49.60,중저가,37.48267810389974,126.9390044141598,0.2556615839331777,2.0,0.0,2.0,70.85555555555555,1927061.0
581,589.0,589.0,589.0,이디야 봉일시장점,20150921,영업/정상,,서울특별시 관악구 봉천동 955-57 ,"서울특별시 관악구 은천로 23, 1층 (봉천동)",194439.931616284,442693.219351089,49.50,중저가,37.48641708936569,126.93503194782409,0.586159186114784,3.0,0.0,0.0,43.78888888888888,5374287.0
582,590.0,590.0,590.0,이디야커피 신림난곡점,20131010,영업/정상,,서울특별시 관악구 신림동 706-22번지 ,"서울특별시 관악구 난곡로 197, 1층 (신림동)",192759.647509281,441154.136417329,72.60,중저가,37.47253818452278,126.9160485506106,1.6912256763688902,5.0,0.0,0.0,70.85555555555555,1770561.0
583,591.0,591.0,591.0,이디야,2013-10-18,폐업,2023-10-26,서울특별시 관악구 봉천동 1663-5,"서울특별시 관악구 남부순환로 1874, 1층 (봉천동)",196193.652287149,441868.220354805,89.25,중저가,37.478992847490005,126.95486528380395,0.262914108828952,0.0,0.0,0.0,60.3111111111111,15331268.0
584,592.0,592.0,592.0,이디야커피(사당중앙점),20120419,영업/정상,,서울특별시 관악구 남현동 1061-27번지 ,"서울특별시 관악구 과천대로 951 (남현동, 2,3층)",198274.871752809,441477.005178732,129.16,중저가,37.475474361306496,126.97839588241324,0.2081537843708618,1.0,1.0,5.0,60.3111111111111,10157088.0
585,593.0,593.0,593.0,이디야 신림미성점,20130628,영업/정상,,서울특별시 관악구 신림동 587-122번지 ,"서울특별시 관악구 난곡로 250, 1층 (신림동)",192497.739056119,441597.262349734,47.76,중저가,37.47652865039182,126.91308319908954,1.2254549496331626,1.0,1.0,0.0,91.44444444444444,3425432.0
586,594.0,594.0,594.0,이디야 신림미성점,20130628,영업/정상,,서울특별시 관악구 신림동 587-122번지 ,"서울특별시 관악구 난곡로 250, 2층 (신림동)",192497.739056119,441597.262349734,45.12,중저가,37.47652865039182,126.91308319908954,1.2254549496331626,1.0,1.0,0.0,40.93333333333334,3425432.0
587,595.0,595.0,595.0,이디야,2008-06-30,폐업,2024-01-23,서울특별시 관악구 봉천동 856-5 디오슈페리움 지상1층 106호,"서울특별시 관악구 관악로 164, 지상1층 106호 (봉천동, 디오슈페리움)",195759.872774126,441941.015435004,34.16,중저가,37.47964681436824,126.94996067740176,0.4653970287668463,2.0,0.0,7.0,40.93333333333334,13256419.0
588,596.0,596.0,596.0,이디야커피 난향동점,2014-05-30,폐업,2023-07-14,서울특별시 관악구 신림동 1735-7,"서울특별시 관악구 난곡로 60, 1층 101호 (신림동)",192797.843704191,439852.868058712,50.25,중저가,37.46081401940209,126.91649317426524,2.835875982640541,0.0,0.0,0.0,37.3,2165615.0
589,597.0,597.0,597.0,이디야 남현홈플러스점,20130924,영업/정상,,서울특별시 관악구 남현동 69-51번지 ,서울특별시 관악구 과천대로 909 (남현동),198449.002171,441337.858961,66.10,중저가,37.47422097090918,126.98036476199364,0.3192013939198248,1.0,1.0,1.0,37.3,10157088.0
590,598.0,598.0,598.0,이디야커피 신림신화교점,20201218,영업/정상,,서울특별시 관악구 신림동 408-40 ,"서울특별시 관악구 신림로 199, 1층 (신림동)",194286.921121363,441486.1655291,51.30,중저가,37.47554057757248,126.93331135273148,1.0509290162382658,1.0,0.0,0.0,91.44444444444444,58210.0
591,599.0,599.0,599.0,이디야커피 현대시장점,20140318,폐업,20210727,서울특별시 관악구 봉천동 501-3 ,"서울특별시 관악구 은천로 101, 2층 (봉천동)",195208.974060903,442769.239488044,128.70,중저가,37.48710639117112,126.94372686868726,0.3945926141312263,2.0,1.0,0.0,43.78888888888888,455124.0
592,600.0,600.0,600.0,이디야 서울대입구역점,20100429,폐업,20220216,서울특별시 관악구 봉천동 859-17 ,"서울특별시 관악구 관악로 195, 1층 (봉천동)",195793.554018345,442281.682871214,28.33,중저가,37.48271638867748,126.95033949578584,0.3103530006454158,3.0,0.0,4.0,91.44444444444444,13256419.0
593,601.0,601.0,601.0,이디야,20100527,폐업,20161130,서울특별시 서초구 서초동 1337-14번지 이즈타워 102호 ,"서울특별시 서초구 사임당로 178 (서초동,이즈타워 102호)",202503.871647418,443326.129565179,34.20,중저가,37.4921335063091,127.02621158611448,0.5742498703439537,3.0,3.0,8.0,91.44444444444444,1878489.0
597,605.0,605.0,605.0,이디야커피 BC카드점,20080220,폐업,20200320,서울특별시 서초구 서초동 1588-7번지 석탑오피스텔 114호,"서울특별시 서초구 효령로53길 18, 114호 (서초동, 석탑오피스텔)",201162.55241589,442589.558473708,15.91,중저가,37.48549956511665,127.01104327370992,0.4674361919637357,3.0,2.0,9.0,91.44444444444444,5958493.0
599,607.0,607.0,607.0,이디야커피 이수역점,20090908,폐업,20191111,서울특별시 서초구 방배동 421-1번지 외1필지 세양아르비채 101동 104호 ,"서울특별시 서초구 서초대로 12, 101동 104호 (방배동, 세양아르비채)",198487.958709466,442537.940545589,30.66,중저가,37.48503379534099,126.98080259734192,0.1244642700720374,2.0,0.0,8.0,40.93333333333334,7910257.0
601,609.0,609.0,609.0,이디야커피(EDIYA COFFEE),20140207,폐업,20211210,서울특별시 서초구 양재동 326-9 1층 ,"서울특별시 서초구 동산로 3, 1층 (양재동)",203494.359793635,440771.039835881,83.37,중저가,37.46910896255545,127.0373998146029,1.778039541628568,2.0,0.0,4.0,40.93333333333334,2783697.0
602,610.0,610.0,610.0,이디야커피 양재우면점,20111102,폐업,20161006,서울특별시 서초구 양재동 108-7번지 1층 ,"서울특별시 서초구 바우뫼로 160, 1층 (양재동)",203268.908269935,441690.283159014,115.50,중저가,37.47739217845284,127.03485525985276,0.8315143207863364,1.0,1.0,0.0,91.44444444444444,277450.0
604,612.0,612.0,612.0,이디야커피,20060420,폐업,20141215,서울특별시 서초구 서초동 1303-10번지 한일유앤아이상가107호 ,"서울특별시 서초구 사평대로56길 7 (서초동,한일유앤아이상가107호)",202014.206600227,444556.487126756,29.64,중저가,37.503220179366366,127.02067786807416,0.9528327706037716,4.0,1.0,12.0,43.78888888888888,14865818.0
605,613.0,613.0,613.0,이디야 교육개발원사거리점,2018-09-18,폐업,2024-06-10,서울특별시 서초구 양재동 81-1 1층,"서울특별시 서초구 바우뫼로 180, 1층 (양재동)",203452.784631974,441787.636570501,64.00,중저가,37.47826867895935,127.03693451456223,0.7887380567476635,1.0,1.0,0.0,64.44444444444444,277450.0
606,614.0,614.0,614.0,이디야 국립중앙도서관 본관점,20210813,영업/정상,,서울특별시 서초구 반포동 산 60-1 국립중앙도서관 본관1층 ,"서울특별시 서초구 반포대로 201, 국립중앙도서관 본관1층 (반포동)",200229.951772899,443909.523667116,20.00,중저가,37.49739309016818,127.0004989494863,0.8851767468921877,0.0,1.0,0.0,40.93333333333334,1299114.0
607,615.0,615.0,615.0,이디야 국립중앙도서관 디지털관점,20210903,영업/정상,,서울특별시 서초구 반포동 산 60-1 국립중앙도서관 ,"서울특별시 서초구 반포대로 201, 디지털도서관 지하1층 (반포동)",200229.951772899,443909.523667116,193.79,중저가,37.49739309016818,127.0004989494863,0.8851767468921877,0.0,1.0,0.0,40.93333333333334,1299114.0
608,616.0,616.0,616.0,이디야 포이점,2020-07-14,폐업,2024-05-07,서울특별시 서초구 양재동 273-2 1층,"서울특별시 서초구 마방로10길 42, 1층 (양재동)",203871.74,441497.465,107.78,중저가,37.47565259661438,127.04166955363716,1.2506888408309598,1.0,0.0,2.0,40.93333333333334,1810095.0
609,617.0,617.0,617.0,이디야커피 강남센트럴시티점,20200107,영업/정상,,서울특별시 서초구 반포동 19-3번지 104호,"서울특별시 서초구 신반포로 176, 센트럴시티 1층 104호 (반포동)",200250.447804795,444683.220506107,11.17,중저가,37.50436408414911,127.00073092406278,0.3741265187685985,4.0,1.0,7.0,43.78888888888888,2446037.0
610,618.0,618.0,618.0,이디야커피숍,20180612,영업/정상,,서울특별시 서초구 양재동 230 농협양재하나로클럽 1층 ,"서울특별시 서초구 청계산로 10, 농협양재하나로클럽 1층 (양재동)",203811.366422118,440070.727589935,26.45,중저가,37.4627978927756,127.0409797654091,2.534375852051264,0.0,0.0,0.0,91.44444444444444,543737.0
611,619.0,619.0,619.0,EDIYA COFFEE(이디야커피),20161020,영업/정상,,서울특별시 서초구 신원동 271-23번지 1층 107호 108호 ,"서울특별시 서초구 청계산로 189, 1층 107, 108호 (신원동)",204875.938486338,438473.237373955,80.65,중저가,37.44839949785675,127.05300248013828,4.32756216705012,0.0,0.0,1.0,37.3,123009.0
612,620.0,620.0,620.0,이디야 방배 백석점,2022-02-04,폐업,2024-01-04,서울특별시 서초구 방배동 1023-1 1층102호,"서울특별시 서초구 방배로 42, 1층 102호 (방배동)",199913.128451027,441835.543393818,98.20,중저가,37.47870651801175,126.99691658586764,0.2863002315701933,1.0,0.0,1.0,43.78888888888888,203585.0
613,621.0,621.0,621.0,이디야 잠원논현점,20180221,영업/정상,,서울특별시 서초구 잠원동 38-26번지 1층 ,"서울특별시 서초구 신반포로 333, 1층 (잠원동)",201704.659299216,445410.827928434,36.30,중저가,37.5109183713408,127.01717899239328,0.5552901660168265,2.0,0.0,3.0,37.3,9973597.0
614,622.0,622.0,622.0,이디야 서울고속버스터미널점,20191004,영업/정상,,서울특별시 서초구 반포동 19-4번지 1층 21호 ,"서울특별시 서초구 신반포로 194, 1,2층 21호 (반포동)",200554.74395758,444811.364826199,124.00,중저가,37.505518550469816,127.00417245550028,0.0938476923419697,3.0,1.0,3.0,40.93333333333334,2446037.0
615,623.0,623.0,623.0,이디야 서초법조타운점,20080220,영업/정상,,서울특별시 서초구 서초동 1695-19번지 1층 ,"서울특별시 서초구 서초중앙로24길 7 (서초동,1층)",201212.485065463,443620.315312748,39.63,중저가,37.49478662618776,127.0116094536916,0.4764968260454851,2.0,2.0,9.0,43.78888888888888,18046572.0
616,624.0,624.0,624.0,이디야,20070510,영업/정상,,서울특별시 서초구 서초동 1669-15번지 성운빌딩 103호,"서울특별시 서초구 서초대로56길 22, 103호 (서초동, 성운빌딩)",201444.568803274,443476.329129585,36.00,중저가,37.49348899365236,127.01423360613346,0.6059001649706939,2.0,1.0,5.0,40.93333333333334,18046572.0
617,625.0,625.0,625.0,이디야 방배역점,20080102,영업/정상,,서울특별시 서초구 방배동 910-9번지 1층 3호,"서울특별시 서초구 방배로 87, 1층 3호 (방배동)",199654.844410132,442221.008157446,36.26,중저가,37.48217948401523,126.99399629985012,0.2854824145842426,1.0,0.0,6.0,43.78888888888888,203585.0
618,626.0,626.0,626.0,이디야양재점,20050830,영업/정상,,서울특별시 서초구 서초동 1360-45 1층 ,"서울특별시 서초구 남부순환로347길 38, 1층 (서초동)",202715.306692142,442649.849222755,66.60,중저가,37.48603963583889,127.02859999190586,0.444821796642552,2.0,0.0,8.0,40.93333333333334,2660634.0
619,627.0,627.0,627.0,이디야 예술의전당점,19920226,영업/정상,,서울특별시 서초구 서초동 1451-1 원일빌딩 1층 ,"서울특별시 서초구 반포대로 32 (서초동,원일빌딩 1층)",201003.840707246,442361.327553202,65.93,중저가,37.483443376900034,127.00924847938796,0.6425850415444727,1.0,1.0,5.0,91.44444444444444,5958493.0
620,628.0,628.0,628.0,이디야 방배중앙점,20150706,영업/정상,,서울특별시 서초구 방배동 2267번지 1층 ,"서울특별시 서초구 동광로 1, 1층 (방배동)",198429.068124585,443208.179122881,66.00,중저가,37.49107254625928,126.98013525597383,0.3836385587413055,0.0,0.0,0.0,91.44444444444444,4907819.0
621,629.0,629.0,629.0,이디야 남부터미널점,20130906,영업/정상,,서울특별시 서초구 서초동 1444-2번지 101호,"서울특별시 서초구 효령로60길 15, 101호 (서초동)",201599.305895771,442506.965464971,67.50,중저가,37.48475477909756,127.01598133519556,0.03272830622539,1.0,0.0,2.0,37.3,5077538.0
622,630.0,630.0,630.0,이디야커피,20120611,영업/정상,,"서울특별시 서초구 반포동 128-4번지 , 163번호 1호 강남터미널지하쇼핑몰 1구역 G-032호","서울특별시 서초구 신반포로 지하 200, G-032호 (반포동, 강남터미널지하쇼핑몰 1구역)",200367.588604211,444873.437818732,21.40,중저가,37.50607790721937,127.0020558096768,0.2834755493724853,4.0,2.0,9.0,69.35555555555555,2446037.0
623,631.0,631.0,631.0,이디야커피내방역점,20120406,영업/정상,,서울특별시 서초구 방배동 898-1번지 103호,"서울특별시 서초구 서초대로 108, 103호 (방배동)",199426.230233863,442815.667094508,47.24,중저가,37.487537237917095,126.9914110307355,0.1721261990069023,1.0,0.0,2.0,91.44444444444444,5402590.0
624,632.0,632.0,632.0,이디야 서울교대점,20141126,영업/정상,,서울특별시 서초구 서초동 1577-11번지 미래빌딩 1층 ,"서울특별시 서초구 서초중앙로 89, 1층 (서초동, 미래빌딩)",201176.848915025,443063.207260992,100.80,중저가,37.489767126634895,127.01120563527478,0.386582454060756,2.0,1.0,5.0,69.35555555555555,1001620.0
625,633.0,633.0,633.0,이디야커피 함지박사거리,2015-02-11,영업/정상,,서울특별시 서초구 방배동 773-17 102호,"서울특별시 서초구 방배로 234, 102호 (방배동)",199039.887438249,443553.731206649,63.30,중저가,37.49418684913375,126.98704162924072,0.7994002273888653,1.0,0.0,1.0,69.35555555555555,1953259.0
626,634.0,634.0,634.0,이디야 서초역점,20140724,영업/정상,,서울특별시 서초구 서초동 1510-2 세진빌딩,"서울특별시 서초구 반포대로21길 23, 세진빌딩 101,102호 (서초동)",200683.782511343,442834.892663289,48.14,중저가,37.4877104730675,127.00563017988,0.4937735269033119,1.0,0.0,3.0,69.35555555555555,2208931.0
627,635.0,635.0,635.0,이디야 커피(EDIYA COFFEE),20121130,영업/정상,,서울특별시 서초구 양재동 23 환승주차장상가 111호,"서울특별시 서초구 강남대로 221, 111호 (양재동, 환승주차장상가)",202962.207813123,442366.929774694,69.17,중저가,37.48348978771007,127.0313905315039,0.2268980471426719,3.0,0.0,7.0,91.44444444444444,2660634.0
628,636.0,636.0,636.0,이디야 양재언남점,20140916,영업/정상,,서울특별시 서초구 양재동 377-1번지 1층 2호,"서울특별시 서초구 동산로 60, 1층 2호 (양재동)",203950.417280847,441056.732472795,83.00,중저가,37.47168125794352,127.04255669170216,1.6661534403706002,1.0,0.0,0.0,69.35555555555555,684675.0
629,637.0,637.0,637.0,이디야(서초우면중앙점),2019-06-03,영업/정상,,"서울특별시 서초구 우면동 764 서초 리슈빌S 103,1호","서울특별시 서초구 양재대로2길 100-11, 1층 103,104호 (우면동, 서초 리슈빌S)",201366.787271804,439366.70531764,69.18,중저가,37.45646128998104,127.01334679704944,2.307408085454576,0.0,0.0,0.0,45.51111111111111,95725.0
630,638.0,638.0,638.0,이디야,20160223,폐업,20190814,서울특별시 강남구 삼성동 148-15번지 ,"서울특별시 강남구 봉은사로86길 30, 1층 (삼성동)",204950.322100627,445467.002723074,66.00,중저가,37.51141303483037,127.05388948076958,0.1971454926293727,1.0,1.0,57.0,69.35555555555555,9091416.0
631,639.0,639.0,639.0,이디야 역삼초교점,20140410,폐업,20210510,서울특별시 강남구 역삼동 837-13 1층 108호,"서울특별시 강남구 강남대로66길 14, 1층 108호 (역삼동)",202746.040061587,443281.216979897,37.99,중저가,37.49172817287662,127.02894978617192,0.5962902016010387,3.0,2.0,5.0,28.6,1878489.0
632,640.0,640.0,640.0,이디야 대치역점,20170802,폐업,20210607,서울특별시 강남구 대치동 605-2 ,"서울특별시 강남구 남부순환로 2937, 지상1층 (대치동, 까치빌딩)",205375.927567659,443549.378583141,220.52,중저가,37.49413293239012,127.05868948666772,0.5046137119187031,2.0,0.0,2.0,69.35555555555555,151769.0
